Name,Max. Freq (MHz),Flux Density (Jy),x_err_min,x_err_max,y_err_min,y_err_max
HD 207897 b,13.120342971934715,1.4670612463625944e-05,12.668445020850125,1272.7021086716554,1.1789725482875098e-05,3.334030944597777e-05
rho CrB e,17.88793606616781,1.4431829130947874e-05,17.419086922788793,2055.145299611838,1.1719490926709943e-05,3.641105460785608e-05
HD 39194 b,29.614196336675697,1.4276608253551869e-05,10.961799546946047,3.892685180694933,6.0110950825714335e-06,1.1918898407303192e-05
DMPP-1 e,29.388294619647056,1.4020486348187856e-05,13.135825819398423,4.024372914525635,5.411048991626075e-06,1.1310326492302735e-05
TOI-481 b,16.959165848343886,1.3936286429859596e-05,1.8442830988161294,1.6752881303645601,1.3714123428161156e-06,1.5753523965605434e-06
TOI-244 b,28.43777090191851,1.3616262910824425e-05,5.491275481178459,4.127165776436339,5.206485359826158e-06,1.169761805079539e-05
TOI-712 c,14.533942470650308,1.3468739702398984e-05,13.825119094891441,1102.494395494504,1.0502115865045506e-05,2.460504096703689e-05
WASP-171 b,16.411651578095388,1.2992979716234904e-05,3.2758460776227416,4.1262946830076,3.2150326392909034e-06,4.153026484585262e-06
TOI-559 b,35.411798629090235,1.2443063547675644e-05,1.3712729053947825,1.337422502095997,2.5594775412237907e-06,3.593852270361895e-06
Kepler-411 b,72.36278007857246,1.2388631310570187e-05,4.6840911556704015,4.430343452978747,5.9782805937710035e-06,1.730599939730722e-05
TOI-1235 b,56.59518388973784,1.2168068001118365e-05,4.698282615583551,4.50609054897204,4.4392546914441714e-06,1.1498205788754658e-05
CoRoT-14 b,85.76083030497222,1.2150132189372457e-05,8.940512786403517,8.365985355927279,5.503403403808943e-06,1.4290082275503307e-05
TOI-776 b,22.776351324952355,1.157575982896116e-05,8.660034185128584,4.630968350009905,4.8787639609975375e-06,1.1699213285911665e-05
HD 93385 b,25.246829070800242,1.151938754885789e-05,10.255232127526808,3.412564399128712,4.4769925655774415e-06,1.0103621604526178e-05
HD 110067 b,19.336292914144416,1.1314294658834183e-05,10.33449947108818,3.9095280362722242,3.9370052463863685e-06,8.135399708289912e-06
TOI-908 b,34.49793664029223,1.0792769612030525e-05,14.149637732126813,2.932032512698484,2.7548624463921034e-06,4.6483711429779164e-06
TOI-1062 c,10.574369558237002,1.0764216860796003e-05,7.087824877205871,8.415368451354357,5.75670908481496e-06,1.3099427791436602e-05
HD 93385 c,14.797218567365173,1.0655888064407216e-05,14.073976625882887,1182.5446966870581,8.446114380164833e-06,2.2775614461140523e-05
CoRoT-7 c,14.545529379789144,1.0542316852641553e-05,9.566081537557672,14.52234775019868,6.680692498174104e-06,2.1706826771903223e-05
HIP 116454 b,23.299426532441174,1.052726977860702e-05,4.058168826544332,3.0706986801981593,2.7074885501498893e-06,4.894447886729494e-06
TOI-776 c,16.527054776459337,1.0444597630116688e-05,13.421946249935031,50.79163280925876,6.0325537998210835e-06,1.6316488799388353e-05
TOI-1260 b,39.299074855433126,1.023653228576962e-05,6.410119637685419,4.283642238122994,3.734613205253933e-06,9.864465243638242e-06
HD 164922 d,16.321911383975227,9.862466925922134e-06,15.836462214419939,1980.6178846463233,8.04197283091415e-06,2.415885688982807e-05
WASP-150 b,48.07144328678666,9.705404645113362e-06,1.8732572340824305,1.7729842938544422,1.1122193200573754e-06,1.237499844355102e-06
TOI-1696 b,75.92403628130322,9.693401726723823e-06,7.92300122515249,7.306821137704304,3.534035343806246e-06,8.854344038161814e-06
K2-9 b,13.303482857801654,9.68153110407604e-06,10.428082718573464,3.3305071629282246,6.6147125863759565e-06,1.959485668746709e-05
HD 15337 b,54.60176070684163,9.117136706580918e-06,5.072517952437707,4.785248588326688,1.4755819618757965e-06,1.7467848187987806e-06
Kepler-210 b,22.804172960387046,9.089545406390031e-06,10.82050576152085,11.494403623408733,4.942380209333487e-06,1.417210775549484e-05
HAT-P-15 b,16.250221482809945,8.930233961015626e-06,2.050832277759202,1.174641118041258,2.2922637352962365e-06,3.3124017377173536e-06
TOI-2096 c,27.6989416803903,8.906461164007319e-06,4.572622182841027,3.073397912706465,1.7086873143475933e-06,2.6936094784694593e-06
TOI-1062 b,42.37503232070611,8.63393719795428e-06,3.698879219574799,3.4095637748805316,5.497090711601588e-06,6.699622257539444e-05
TOI-178 b,63.326545294986744,8.607043863320918e-06,16.925065094685486,11.227885975743646,3.4705303938051943e-06,9.596999070571635e-06
GJ 9827 c,54.66211701330433,8.447780227791147e-06,7.897472749443345,6.680564615766755,3.025002707594969e-06,7.913893875462124e-06
LHS 1678 d,39.94106065253323,8.28020249898458e-06,5.015350666533806,3.988821418081585,2.5716854093133685e-06,4.114514520862285e-06
TOI-198 b,27.0198492656404,8.278390955303046e-06,20.004836413049247,106.57974473575186,4.051918554289683e-06,5.069083224371639e-06
HATS-36 b,27.877574751841408,7.971691103009105e-06,1.3588998352785495,1.2810390991428058,1.845861114016727e-06,6.304937090676104e-06
HATS-12 b,23.35407485818287,7.858449028453925e-06,1.5081509516876288,1.4003853325882467,1.5911489404082792e-06,1.9715211467415214e-06
LHS 1678 c,66.09401236485866,7.817629047599617e-06,6.8402546627105,6.468243699603747,2.2901974042944456e-06,3.5874564390096503e-06
HD 21749 c,79.18697768053737,7.766346245543223e-06,8.376732419848267,7.609174401171472,3.007438968388385e-06,8.827688665167561e-06
TOI-700 b,27.48015495940466,7.712757011972073e-06,3.6244023491948205,2.814186091938595,2.2424830436584526e-06,4.03376815629286e-06
HD 77946 b,16.36530513457039,7.639678688388183e-06,5.814474485678279,6.517761855283737,1.6685001913429913e-06,2.387860741958092e-06
K2-233 c,85.73341277451337,7.333570505292785e-06,8.938256684757349,8.182451336240945,4.2995920968955785e-06,2.6088305445013762e-05
TOI-421 b,12.309804900841993,7.320138955663899e-06,4.535977783662782,7.449862223139025,2.3304751568155615e-06,3.5971553046121834e-06
TOI-237 b,36.78672326651858,7.281978744360401e-06,4.209427659762049,3.763095999496265,1.637351009675587e-06,2.334494527721233e-06
K2-21 c,29.969643576194365,7.232381121393062e-06,28.34842429286465,2636.7463095749563,5.669051988885315e-06,1.2698885951290757e-05
HATS-15 b,41.348460653679474,6.858987677806348e-06,2.9353293631257955,2.5926621795882383,1.3881849317537096e-06,1.7989510957990758e-06
CoRoT-29 b,16.310122478028685,6.326101355566941e-06,8.316757691670723,12.322004624639103,3.927130380200271e-06,1.1138478991300146e-05
K2-104 b,52.70499309481281,6.315941801662175e-06,7.50623298646471,5.500040456077848,2.7196978531096168e-06,5.8610924084909616e-06
HD 108236 b,40.9397027930793,6.289954217758576e-06,4.961813137671207,4.099067968987875,2.128907290542589e-06,4.8812334445934945e-06
TOI-411 b,84.6617422623985,6.019945395415445e-06,8.96612291468864,8.03890486138387,1.1573778579332234e-06,1.4916708074393578e-06
K2-21 b,21.75846422322094,5.934885625970718e-06,9.188490635091593,7.8951189135162245,2.2331014585719245e-06,4.432551990431559e-06
HD 5278 b,16.893033150056525,5.797057114243625e-06,16.160730942469606,1497.4394423573845,4.473542212887106e-06,1.1052159303363051e-05
K2-105 b,24.655628539692977,5.78076414214537e-06,9.955334686513577,2.976424507005156,2.725061375886697e-06,6.285139229752073e-06
TOI-411 c,21.915785613082196,5.77273820126852e-06,20.64322914688635,964.4658686541824,4.17743310067284e-06,1.0165942322043772e-05
K2-136 d,43.584068928065264,5.76663196628639e-06,41.909769675279925,5352.409927705518,4.659463318815373e-06,1.208565129009271e-05
CoRoT-23 b,35.513341463204924,5.732908262949662e-06,7.4128389460270405,6.007321970842156,2.411663227015615e-06,4.167274018100724e-06
K2-3 b,20.519333122729737,5.416640287810508e-06,4.499422197302046,2.2612527083501597,2.0737406603089792e-06,5.242341335847673e-06
TOI-4184 b,24.246902869297617,5.325950204578502e-06,11.076012534406777,4.830183190870354,2.3479860769327265e-06,6.222009810471553e-06
Kepler-428 b,12.977817558790424,5.2237653658520765e-06,2.680666594510832,3.1561708228262546,1.843103570290907e-06,4.3356029855573525e-06
HIP 97166 b,28.015144050531568,5.215864125444573e-06,2.4891967374346713,2.3026746680606145,1.8568417853519405e-06,6.283814579842717e-06
TOI-178 c,51.34536250109879,5.151571133264653e-06,6.806417357404328,6.222788422153933,1.9363217232457803e-06,5.052373180990889e-06
K2-288 B b,22.291258225411504,5.055102141183935e-06,21.16331782260762,2441.3499455784886,4.060392326337682e-06,1.0525170731348398e-05
CoRoT-20 b,38.25280621607514,4.988132475280261e-06,2.364381790892608,2.2813801096975936,3.700626607456035e-06,4.4158202934170844e-05
K2-60 b,17.884414278266938,4.985373503148313e-06,3.735908174280395,5.415994155646452,1.7034161949605321e-06,2.759211896842794e-06
Wolf 503 b,31.91795657008068,4.90084473068802e-06,3.074064362806645,2.619703314779759,1.0903062723073635e-06,1.2625253604708367e-06
K2-146 b,46.175893977532894,4.815662708861873e-06,1.3422697824313943,1.273396111749875,1.5386384229869507e-06,4.20664407995235e-06
HD 110113 c,27.726133709191792,4.6000736630635e-06,26.623920520611573,11.1923529275753,4.148760497022696e-06,3.7749120361507674e-05
TOI-733 b,35.02763126647635,4.455521109252782e-06,3.7546233461612886,3.0541526568601824,1.383779066796011e-06,2.4328582161134813e-06
K2-265 b,67.69594864146396,4.40518371856789e-06,9.344126224496478,8.017249915240356,1.2552212718846019e-06,1.909529737629824e-06
HD 108236 c,26.33655121445237,4.3780449784795195e-06,5.825492127061608,3.143508121585839,1.4221072231886876e-06,3.346380853653898e-06
TOI-2096 b,53.80190857294977,4.205045456311437e-06,5.655301820099403,5.2787751836631855,8.062009198073563e-07,1.233443660536245e-06
HD 3167 d,23.227322847640316,4.18494748087452e-06,10.33051375524559,3.2053726956317696,1.9482604477455375e-06,4.729255234474043e-06
TOI-125 b,25.120104374067335,4.1765371138106715e-06,6.078951019633422,4.176101498968187,1.3643732337632743e-06,2.93877853625242e-06
Kepler-80 f,95.91957508440697,4.125469441633476e-06,10.326545815035203,9.208946484824608,1.2459876266547796e-06,2.7036026340532198e-06
TOI-1260 c,25.166506817614014,4.022317761023256e-06,8.666901835228416,4.69204140315567,1.5901389481350277e-06,3.989860637478606e-06
TOI-700 d,56.915240861881074,3.947142265585785e-06,55.68429782418195,7786.321672929534,3.180499383105692e-06,1.03053427565759e-05
HD 39194 d,12.392020771612113,3.9103798066188114e-06,12.07586198631687,1893.9977363501014,3.252232350754452e-06,1.1216562615621118e-05
K2-146 c,38.69406658516665,3.908904527386073e-06,1.374175022805531,1.3188649939514363,1.2696171763251147e-06,3.496639015874855e-06
K2-113 b,13.828372888932364,3.8845074071174844e-06,3.110860371215921,4.3910266214313545,1.0997508601182967e-06,1.795003378204632e-06
Kepler-42 b,68.82278089878558,3.864037355971087e-06,46.18470182624624,11.907686732263528,2.3827569329724136e-06,7.679612562724822e-06
HD 22946 d,11.824237398716988,3.7905352715452598e-06,11.455255389506977,1450.2551730480652,3.067735698511909e-06,8.816314960848846e-06
K2-136 b,67.76867754751049,3.545878997769731e-06,7.248361208566273,6.368838758756766,1.5091486771841254e-06,2.953891890795971e-06
CoRoT-8 b,10.20749503228168,3.5269928775395424e-06,3.178992646819906,4.301314969968486,7.526727506414509e-07,1.0766193759728073e-06
CoRoT-17 b,33.82146340700132,3.4788778840437316e-06,2.353079792753949,2.202609656226258,8.204599283983955e-07,1.0522779900389725e-06
WASP-106 b,16.444814991066778,3.455892295257762e-06,10.548342349150477,1.461454438762356,2.116658681919807e-06,5.7248899533565885e-06
TOI-700 e,70.71883111375755,3.354965623995546e-06,69.13582848901723,10114.315572022582,2.7218435407569043e-06,8.728160911404137e-06
TOI-715 b,18.70571733500671,3.3521998653984194e-06,2.1825323239561385,1.8426541209597893,1.0384241864705966e-06,2.062982388816813e-06
HD 108236 d,11.827156496673698,3.291074673360724e-06,11.31014928560253,1058.278011129497,2.6054712474353663e-06,7.278308967587995e-06
Kepler-101 b,11.791323196600096,2.9394688338883634e-06,6.963646909942692,12.397099980982599,1.4219308079353414e-06,2.818815014496062e-06
K2-138 b,53.68728356011867,2.875788176239308e-06,17.88965733009558,11.119871341774868,1.094050850796363e-06,2.6077492596111975e-06
TOI-238 c,17.167381473350577,2.781175431666769e-06,5.068223244528703,3.4735296381774816,1.1265588246045417e-06,3.1232615533667983e-06
Kepler-32 f,95.66749993356223,2.7094087563811947e-06,20.11846686990718,11.328635122116594,1.648595568712868e-06,5.304561541454055e-06
K2-167 b,19.38348552093048,2.6810852160531037e-06,9.293220018687407,2.1182977372124228,7.136681003128312e-07,1.1753723114740998e-06
K2-138 c,29.85613869468305,2.6492912463955974e-06,11.42875424369134,6.668744058124918,9.542348242544222e-07,1.909944835731038e-06
WTS-1 b,24.70577431030191,2.4600680665216325e-06,6.844058576779194,5.468525325228679,9.799928630299532e-07,1.7289459593228657e-06
DMPP-3 A b,33.26423620790512,2.4157477900155633e-06,5.978745251712969,3.6067588817860567,1.0325091446286374e-06,2.032587930891205e-06
CoRoT-27 b,73.34265394309767,2.292509654643308e-06,5.201684232517749,5.052753955824514,1.1397597948076287e-06,2.6293261298677173e-06
CoRoT-6 b,19.95639122346033,1.9788294100401123e-06,1.3751786757079785,1.278641851723492,5.219860944499185e-07,1.9329776450106676e-06
Kepler-446 b,66.34444972339699,1.91302386958227e-06,9.522838775573632,6.833808845356515,1.062821173077836e-06,3.629652728189155e-06
CoRoT-13 b,29.760586998440935,1.9127014909667124e-06,1.4994927969240202,1.427150951403295,6.121915072578544e-07,1.0989156816214899e-06
TOI-220 b,18.74621197931241,1.852940798261086e-06,3.577235949798137,2.1471761220293857,4.439056026634645e-07,5.169992417951945e-07
WASP-162 b,33.130108698967504,1.8482610334693909e-06,2.0398076606286857,1.844479693543164,4.259062967246447e-07,5.265466789973956e-07
K2-3 c,19.705207626745466,1.848104092993657e-06,19.17101644509106,2693.6929378730306,1.520948895311097e-06,4.980472188076031e-06
Kepler-445 c,23.857644533262295,1.8257189464323773e-06,12.971654437562414,4.864078743324786,9.59659258230324e-07,2.8022415875729096e-06
HD 106315 b,26.774501567141613,1.7188739750509157e-06,5.88492521912956,4.896933905467421,3.161918142043757e-07,4.2663098426586143e-07
Kepler-617 b,70.53013310617425,1.6740863140725068e-06,7.664156898379268,6.98006581271828,9.82899432714623e-07,3.522544720267815e-06
Kepler-42 d,41.86468393900063,1.6700551956385058e-06,33.68465930180086,16.66366391213802,1.0636803293835295e-06,3.38863275135242e-06
HD 28109 b,28.33872029594784,1.619018071750731e-06,27.027030235494014,2783.0308296315147,1.2707902996056176e-06,3.130715657694027e-06
TOI-2084 b,21.8469786961503,1.5721986303023944e-06,8.641164489442227,4.057264908123887,6.186728178720678e-07,1.4278437136719023e-06
EPIC 249893012 b,52.07099686836948,1.5215300647327402e-06,4.760356614306524,4.326194221525512,6.050909574506639e-07,1.1178566895027452e-06
Kepler-138 c,18.08451628347936,1.4168564401445084e-06,6.531010018069768,3.59410895429426,5.789221425143728e-07,1.8101129042716287e-06
Kepler-205 b,49.89175129400035,1.369856820163144e-06,6.328918112986621,5.217539555918016,7.662995627680647e-07,2.4102654611136426e-06
K2-101 b,18.54655080204635,1.3365897548453693e-06,15.061021908389844,910.8048182529095,9.98859472252062e-07,1.540756751419546e-06
TOI-125 d,11.022040733516553,1.2456152174531004e-06,10.622858244954259,1166.4617594523945,1.0117175296217543e-06,2.7027416543599514e-06
K2-138 d,28.23435153830999,1.1203257193685952e-06,6.259981195655001,3.618140274416035,3.7549600707073335e-07,8.435928101421972e-07
Kepler-444 b,13.16053814670337,1.050616401641593e-06,5.431654080256239,7.378209595455694,2.2914803957735496e-07,3.0690799610646164e-07
K2-38 b,59.44199199424048,1.0481787355408818e-06,7.3562461581881635,6.357053279575084,3.2679304187437607e-07,5.925752680681585e-07
K2-3 d,30.68178238909018,9.32039134112896e-07,30.128903768807216,6037.987949780857,7.833837418493885e-07,3.1406268977897033e-06
K2-229 c,48.46168943979531,8.909804179642863e-07,5.122417158934432,4.65085401974261,3.3092455789595377e-07,8.125758195894971e-07
Kepler-446 d,39.176511329058066,8.795098840872617e-07,5.532598093890371,4.117621106513376,4.4741882369941526e-07,1.5744088716532507e-06
Kepler-40 b,17.797370622457205,8.571603782996323e-07,4.348311791145399,3.5493192435200562,1.825871866542085e-07,2.4226296593070944e-07
Kepler-444 c,19.74509622866001,8.388616319347709e-07,8.438655688415713,11.826461133006184,1.936919018022322e-07,2.763668947215931e-07
Kepler-446 c,52.09832321549764,7.298832272419154e-07,9.924234384864867,5.733975812745044,3.9986715273473415e-07,1.339738811761015e-06
Kepler-445 b,45.97622993854333,7.231261932323502e-07,7.518602802460961,5.046877548436285,3.6545083078910185e-07,1.0855405686479576e-06
Kepler-444 f,25.24192478077434,6.176983886627151e-07,6.59970425454809,3.183490083085154,1.5542941955259643e-07,2.0566849738312758e-07
TOI-1670 b,26.90624162122632,5.610178038962071e-07,25.824452039994767,1393.6032523812414,4.215228539700687e-07,1.005926139356907e-06
Kepler-49 b,17.846989199877427,5.092768931031025e-07,12.235668060685857,9.952007888771991,2.8085134361947927e-07,8.932782681989916e-07
Kepler-125 b,27.893234073107614,5.038905298933818e-07,9.985319827235223,4.503253154316596,2.1002386279317346e-07,4.33608108616396e-07
K2-111 b,37.697472310159654,4.800727074277136e-07,4.290441993634957,3.7683260207316422,8.342825826983307e-08,1.0145151862637684e-07
Kepler-49 d,49.843589374228344,4.795941453965071e-07,5.977098274493805,5.095122925612692,2.6163845834326065e-07,8.055058616499174e-07
K2-38 c,15.048681400995019,4.6914919810194263e-07,7.312208224088889,5.5487656505955165,1.7108113258097487e-07,3.376143391988244e-07
Kepler-1655 b,18.568993249564873,4.663747982473789e-07,17.66845754017106,1652.99186215649,3.640220897144754e-07,8.521384059477172e-07
Kepler-444 e,21.27579782308777,4.6561355894147605e-07,17.995908273165252,19.1720868879326,1.3427987779584975e-07,3.9150095569342474e-07
Kepler-303 b,61.82938539033714,4.6164703158510695e-07,8.264004583314204,6.307330036433271,2.641937188082738e-07,9.01770443493781e-07
CoRoT-30 b,24.14517222055011,4.507016272232666e-07,2.4203546445212325,2.1257134347701054,1.6252097006782418e-07,5.068129637914557e-07
Kepler-75 b,43.51856894269549,4.2837705961232795e-07,1.7167173066365606,1.6010545931063902,1.2387068240021316e-07,2.430419120585296e-07
Kepler-444 d,49.46591384235039,4.2803992823466144e-07,30.39546776698539,23.746082424930776,9.951722229051474e-08,1.8594667744740218e-07
BD+20 594 b,11.49849036385308,4.169161170363354e-07,11.112633889796905,1315.1602004377787,3.368700014305183e-07,9.400606855781152e-07
K2-32 e,44.26211755293754,3.7828224421702404e-07,21.797326004075067,13.953921666302705,1.28585102833808e-07,3.088082765681475e-07
Kepler-80 d,59.164816083362375,3.606069772110409e-07,4.724482239290332,4.175051583396829,9.691598148929142e-08,1.7219936178911054e-07
Kepler-155 b,26.112639868204155,3.5955287975955125e-07,9.032600396753693,3.6639620298713744,1.333654228830299e-07,2.701943256205044e-07
Kepler-32 e,49.30702151455034,3.2470333181080704e-07,5.841996295253992,4.910155412252443,1.7511766644028481e-07,5.706854135893696e-07
Kepler-267 c,24.3890349459502,3.2461335872729695e-07,6.363343934646625,3.0867289870169046,1.5314779704301275e-07,5.160223848316418e-07
Kepler-205 c,18.06416634147817,3.236271500921139e-07,16.575891230033026,1435.7041447645652,2.610264857386952e-07,6.575959612521589e-07
Kepler-296 c,16.50778471859946,3.1743630893758513e-07,7.260518730772601,2.4148942548909282,1.4715491798513837e-07,3.064356030438561e-07
K2-180 b,30.485633782728303,3.078434419108876e-07,6.630423648822127,5.3371025333633035,1.3934134800391567e-07,3.246525036284533e-07
Kepler-445 d,32.838498851016595,3.046841023750748e-07,4.189180273965718,3.427691496923778,1.6032198267223892e-07,4.402463698444996e-07
Kepler-32 d,10.618902436062376,3.0433080755544433e-07,9.747383519338479,580.8350620433697,2.38974388861002e-07,5.327318265504904e-07
Kepler-249 c,31.261018086128484,2.9154641371499216e-07,3.7192367144837135,3.074777348923515,1.365787116273986e-07,4.431797431301183e-07
Kepler-186 b,46.18202018416295,2.8904426884926125e-07,5.8689724330671424,4.697412744094358,1.0335319049275804e-07,1.861880277433274e-07
Kepler-249 b,50.67294095438915,2.7837584137163055e-07,5.616602503059035,4.99871155736475,1.4285198500982507e-07,4.968914173672307e-07
Kepler-186 c,35.11192494577121,2.755241505993125e-07,4.103897922885437,3.4103759494021944,8.817944408962401e-08,1.5073634827979e-07
Kepler-249 d,20.765205169896955,2.410653618026597e-07,9.504696429621863,34.12817166513038,1.4097919938966696e-07,4.0525759095330663e-07
Kepler-159 b,17.469749398528172,2.408244202068915e-07,8.039462164672399,3.5264072613868933,1.0819018022055887e-07,3.3868817571357695e-07
Kepler-186 d,23.947991680640328,2.261338758599071e-07,2.9804069129437423,2.449077885314381,6.57131679136425e-08,1.0476846259654226e-07
Kepler-81 b,40.753938712600174,2.2298356456202003e-07,6.252712294813861,6.620058828380316,1.0493644054167985e-07,2.950961526106832e-07
Kepler-114 c,24.692605908474906,2.2132135071722314e-07,9.195862538617323,4.916557337101345,8.891081303859612e-08,2.4904386217139933e-07
Kepler-80 e,35.018061518382936,2.050975378857619e-07,4.9738498176252826,4.124022572192864,5.436933578429711e-08,1.2844941254365174e-07
Kepler-235 b,33.354845392715916,1.9841994396527812e-07,10.055843231293505,4.597089031582108,7.74016883881974e-08,1.8898950367175456e-07
Kepler-61 b,17.1545781524822,1.9303133973809786e-07,16.482765220770087,1750.5301886802008,1.5316597451398168e-07,3.8975923811813924e-07
Kepler-296 d,11.091360210668414,1.9031900978722245e-07,10.60388926961325,445.4131644905459,1.5070875825850453e-07,3.149642740805014e-07
Kepler-83 b,39.65785528618099,1.7642196806688774e-07,6.145779638670405,6.2467826286193215,7.888768470169699e-08,2.5396251688137246e-07
Kepler-296 f,12.58516280479136,1.5877592200123863e-07,12.224019943903143,1733.4588191619102,1.2986566301883592e-07,4.4346220706124915e-07
Kepler-120 b,32.51008933523284,1.5724592305129413e-07,14.024299017849433,3.9425756767298807,7.726611635333648e-08,2.7862048066017296e-07
Kepler-114 b,73.60484306072111,1.5135498977583677e-07,8.500873876108983,7.139475961685875,7.263284235784285e-08,2.2906681513156517e-07
Kepler-186 e,20.48896483040076,1.5092432341052586e-07,18.347471173489065,1455.9419228016013,1.2003468713001133e-07,1.6339767570219963e-07
Kepler-138 e,46.203471160154514,1.506644731476438e-07,45.42539602803202,9155.16364756408,1.2883119267193343e-07,5.56672466079774e-07
Kepler-236 c,14.658984690755169,1.4550056801160702e-07,13.6877764735971,1248.7912508306097,1.1786958358830135e-07,3.0970988964830034e-07
Kepler-296 e,23.278717433368566,1.4253801302525534e-07,22.610768584190364,3127.842257184471,1.1755117766783902e-07,4.219829981651735e-07
Kepler-167 b,36.368217442173375,1.393659988878043e-07,4.603386704414579,3.726414126967846,4.5690436349575475e-08,1.0153759014738833e-07
Kepler-236 b,28.06214465838731,1.340250582063978e-07,3.5821686511356177,2.8898958389032643,6.204676441094679e-08,2.042040566589237e-07
Kepler-303 c,35.13986221710361,1.3230359973304277e-07,3.9748548118095854,3.4455746506106237,6.165621499841906e-08,2.015116217654299e-07
Kepler-296 b,19.762313515923065,1.2522896713923062e-07,5.683807163180113,2.462299351740665,5.849687050372581e-08,1.1134304925211325e-07
Kepler-83 d,73.51768286301072,1.1423456131256674e-07,8.793076901879473,7.091752764009371,5.571381659764996e-08,1.8366663091261022e-07
Kepler-26 e,11.902127884952687,1.0727678409511015e-07,11.462142525664603,1393.1747073172753,8.613180196058691e-08,2.746660081104224e-07
Kepler-83 c,18.15525104991631,1.0612090610437761e-07,17.46159514460672,1714.880900136103,8.590829992742499e-08,2.664671967215453e-07
Kepler-231 c,37.16852440911504,1.0270476762147871e-07,35.43173381252583,516.824300110796,7.449590877959719e-08,2.0022411098391716e-07
Kepler-26 d,48.88248389053864,1.0035230182899921e-07,5.4966867409298175,4.600680633692434,5.123790500031521e-08,1.7818738910937333e-07
Kepler-231 b,75.31433117251359,7.974994839256444e-08,8.436630266336252,7.5986567214916505,3.7242228153443794e-08,1.2194030907877078e-07
Kepler-129 b,24.936817352673664,7.551935849536066e-08,24.349504835685128,745.7687992130585,6.15075609729174e-08,1.1484036011231052e-07
Kepler-54 b,49.39477588801731,7.334759657811524e-08,5.219664174247896,4.6563632271079385,3.299219654493064e-08,5.134220304645496e-08
Kepler-52 d,16.62424145759774,7.308665923586197e-08,16.063340912140344,1834.7206185254156,6.028377778317071e-08,1.951516251433517e-07
Kepler-167 c,28.405851278912813,6.383797800965815e-08,3.422074256556545,2.9379132707034756,2.253877412008743e-08,5.115685817126658e-08
Kepler-235 d,14.597415710701538,5.897318258376943e-08,13.78417252993313,612.0448614046902,4.721048518270761e-08,5.755063601267424e-08
Kepler-120 c,23.16439540577406,5.220220075331001e-08,3.968244882450197,3.1560310452937053,2.640131891648514e-08,7.800758298092732e-08
Kepler-309 b,33.33355262579077,5.1350231830115314e-08,4.3953368963604085,3.416430153849042,2.2435191004961764e-08,6.429545765609156e-08
Kepler-252 c,19.091133954294907,4.632557688062942e-08,6.423988665381504,2.8135002379662843,1.9621581904161234e-08,3.2642231060013435e-08
Kepler-225 c,16.95356050604994,4.464675479189212e-08,14.435333091754314,555.1463550317599,3.384236630206792e-08,7.074658610635365e-08
Kepler-235 e,10.405048334731578,3.3047334244696316e-08,10.104326178687334,1211.8776556202126,2.6535834444613232e-08,7.975786168744784e-08
Kepler-125 c,32.82863024334687,3.1987781654930263e-08,8.469762396984265,4.048233624123412,1.2906255313445269e-08,2.2980490770326208e-08
Kepler-54 d,18.203765146192676,3.158895039734197e-08,17.588585889166225,1452.278652472641,2.62068885199312e-08,5.4133927016494544e-08
Kepler-81 d,21.66785486405412,2.6851297888037182e-08,20.446290898294762,2768.4698684537807,2.260712475685214e-08,7.207974995562025e-08
Kepler-225 b,36.639652073892194,2.5663152986753532e-08,3.9491253162918554,3.5476771691620925,1.1644795316937943e-08,3.578900131067378e-08
Kepler-235 c,33.309835534123664,2.436005717640325e-08,3.675546091997358,3.227025786232666,6.646897591720826e-09,1.2008442514531731e-08
Kepler-69 b,15.416837626941689,2.0188734161373456e-08,11.355579660920665,4.355456204380513,1.1511583609690176e-08,2.465530755010686e-08
Kepler-101 c,51.55388166321485,1.8284382871176923e-08,5.743108312115808,4.781746197708671,6.8457006026143815e-09,1.0176964237411663e-08
Kepler-54 c,85.89822358580436,1.7222982021415543e-08,11.075323533178334,9.23078539521127,8.997768740025023e-09,1.6079763923582765e-08
Kepler-252 b,37.07985848942042,1.6802544264522743e-08,4.2477187887587675,3.512569658726278,7.117621155994795e-09,1.2496409243311947e-08
Kepler-167 d,26.303924969416737,1.6101267070750762e-08,25.68211746849406,4974.33970129391,1.3524424735698e-08,4.7251818926744485e-08
Kepler-287 b,10.104651430306852,9.939866871270972e-09,9.714435130736254,707.8714262748432,8.731427984384769e-09,3.705058914339487e-08
